category,question_id,question,answer,score
Technical,q24,What is the difference between == and === in JavaScript?,"In JavaScript, '==' performs type coercion before checking for equality, while '===' checks for strict equality, meaning both value and type must match exactly.",2
Technical,q24,What is the difference between == and === in JavaScript?,"'==' checks value, and '===' checks value and type.",1
Technical,q24,What is the difference between == and === in JavaScript?,'==' checks value and '===' checks value and type,1
Technical,q24,What is the difference between == and === in JavaScript?,"I would say that '==' checks value, and '===' checks value and type.",1
Technical,q24,What is the difference between == and === in JavaScript?,"'==' value, and '===' checks value and type.",1
Technical,q24,What is the difference between == and === in JavaScript?,there is no difference they both check if things are equal,0
Technical,q24,What is the difference between == and === in JavaScript?,"I would say that there is no difference, they both check if things are equal.",0
Technical,q24,What is the difference between == and === in JavaScript?,"There means no difference, they both check if things refer to equal.",0
Technical,q24,What is the difference between == and === in JavaScript?,"There is no difference, they both check if things are equal.",0
Technical,q24,What is the difference between == and === in JavaScript?,"is no difference, they both check if things are",0
Technical,q25,What is a closure in JavaScript?,a closure is a function that remembers and can access variables from its outer lexical scope even after that outer scope has finished executing,2
Technical,q25,What is a closure in JavaScript?,A closure a function that remembers and can access variables from outer lexical scope even after that outer scope has finished executing.,2
Technical,q25,What is a closure in JavaScript?,A closure means a function that remembers and can access variables from its outer lexical scope even after that outer scope has finished executing.,2
Technical,q25,What is a closure in JavaScript?,I would say that a closure is a function that remembers and can access variables from its outer lexical scope even after that outer scope has finished executing.,2
Technical,q25,What is a closure in JavaScript?,A closure is a function that remembers and can access variables from its outer lexical scope even after that outer scope has finished executing.,2
Technical,q25,What is a closure in JavaScript?,I would say that it’s when a function uses variables from outside its scope.,1
Technical,q25,What is a closure in JavaScript?,It’s when function uses variables from outside its scope.,1
Technical,q25,What is a closure in JavaScript?,it’s when a function uses variables from outside its scope,1
Technical,q25,What is a closure in JavaScript?,It’s when a function uses variables from outside its scope.,1
Technical,q25,What is a closure in JavaScript?,I would say that i don’t know what closure is.,0
Technical,q25,What is a closure in JavaScript?,I don’t know what closure is.,0
Technical,q25,What is a closure in JavaScript?,i don’t know what closure is,0
Technical,q26,What is React?,react is a declarative efficient and flexible javascript library created by facebook for building dynamic user interfaces using component-based architecture,2
Technical,q26,What is React?,"React is a declarative, efficient, and flexible JavaScript library created by Facebook for building dynamic user interfaces using component-based architecture.",2
Technical,q26,What is React?,"I would say that react is a declarative, efficient, and flexible javascript library created by facebook for building dynamic user interfaces using component-based architecture.",2
Technical,q26,What is React?,"React means a declarative, efficient, and flexible JavaScript library created by Facebook for building dynamic user interfaces using component-based architecture.",2
Technical,q26,What is React?,React means a framework for building frontend web applications.,1
Technical,q26,What is React?,React is a framework for building frontend web applications.,1
Technical,q26,What is React?,I would say that react is a framework for building frontend web applications.,1
Technical,q26,What is React?,is a framework for building frontend web applications.,1
Technical,q26,What is React?,react is a framework for building frontend web applications,1
Technical,q26,What is React?,I would say that react is a database management system.,0
Technical,q26,What is React?,react is a database management system,0
Technical,q26,What is React?,React means a database management system.,0
Technical,q26,What is React?,React is a database management,0
Technical,q26,What is React?,React is a database management system.,0
Technical,q27,What is JSX?,"JSX is a syntax extension for JavaScript used in React. It allows developers to write HTML-like markup directly inside JavaScript files, simplifying component rendering.",2
Technical,q27,What is JSX?,"JSX is a syntax for JavaScript used in React. allows to write directly inside JavaScript files, simplifying component",2
Technical,q27,What is JSX?,"JSX means a syntax extension for JavaScript used in React. It allows developers to write HTML-like markup directly inside JavaScript files, simplifying component rendering.",2
Technical,q27,What is JSX?,"I would say that jsx is a syntax extension for javascript used in react. it allows developers to write html-like markup directly inside javascript files, simplifying component rendering.",2
Technical,q27,What is JSX?,jsx is a syntax extension for javascript used in react it allows developers to write html-like markup directly inside javascript files simplifying component rendering,2
Technical,q27,What is JSX?,JSX is HTML written inside JavaScript for React components.,1
Technical,q27,What is JSX?,jsx is html written inside javascript for react components,1
Technical,q27,What is JSX?,JSX means HTML written inside JavaScript for React components.,1
Technical,q27,What is JSX?,I would say that jsx is html written inside javascript for react components.,1
Technical,q27,What is JSX?,JSX is written inside JavaScript for React components.,1
Technical,q27,What is JSX?,jsx is a new version of javascript,0
Technical,q27,What is JSX?,JSX means a new version of JavaScript.,0
Technical,q27,What is JSX?,JSX is a new version of JavaScript.,0
Technical,q27,What is JSX?,I would say that jsx is a new version of javascript.,0
Technical,q28,What is a component in React?,"A component in React is an independent, reusable of the UI. Components accept props and React detailing what should appear on the screen.",2
Technical,q28,What is a component in React?,"A component in React means an independent, reusable piece of the UI. Components accept props and return React elements detailing what should appear on the screen.",2
Technical,q28,What is a component in React?,"I would say that a component in react is an independent, reusable piece of the ui. components accept props and return react elements detailing what should appear on the screen.",2
Technical,q28,What is a component in React?,a component in react is an independent reusable piece of the ui components accept props and return react elements detailing what should appear on the screen,2
Technical,q28,What is a component in React?,"A component in React is an independent, reusable piece of the UI. Components accept props and return React elements detailing what should appear on the screen.",2
Technical,q28,What is a component in React?,"I would say that a component is a part of the website, like a button or a header.",1
Technical,q28,What is a component in React?,"A component means a part of the website, like a button or a header.",1
Technical,q28,What is a component in React?,"A component is a part of the website, like a button or a header.",1
Technical,q28,What is a component in React?,a component is a part of the website like a button or a header,1
Technical,q28,What is a component in React?,"A component is a of the website, like a button or a header.",1
Technical,q28,What is a component in React?,A component is a type of,0
Technical,q28,What is a component in React?,A component is a type of variable.,0
Technical,q28,What is a component in React?,I would say that a component is a type of variable.,0
Technical,q28,What is a component in React?,A component means a type of variable.,0
Technical,q28,What is a component in React?,a component is a type of variable,0
Technical,q29,What is state and props in React?,"'Props' are read-only arguments passed to a component, while 'state' is a local, mutable data store managed within the component itself that drives rendering.",2
Technical,q29,What is state and props in React?,"I would say that 'props' are read-only arguments passed to a component, while 'state' is a local, mutable data store managed within the component itself that drives rendering.",2
Technical,q29,What is state and props in React?,'props' are read-only arguments passed to a component while 'state' is a local mutable data store managed within the component itself that drives rendering,2
Technical,q29,What is state and props in React?,"'Props' refer to read-only arguments passed to a component, while 'state' means a local, mutable data store managed within the component itself that drives rendering.",2
Technical,q29,What is state and props in React?,"'Props' are read-only arguments passed to a component, 'state' a mutable data store managed the component itself that rendering.",2
Technical,q29,What is state and props in React?,"Props refer to passed to components, state means data kept inside the component.",1
Technical,q29,What is state and props in React?,"I would say that props are passed to components, state is data kept inside the component.",1
Technical,q29,What is state and props in React?,"Props are passed to components, state is data kept inside the component.",1
Technical,q29,What is state and props in React?,Props are passed to state is data kept inside the component.,1
Technical,q29,What is state and props in React?,props are passed to components state is data kept inside the component,1
Technical,q29,What is state and props in React?,"State is what city you live in, props are properties of CSS.",0
Technical,q29,What is state and props in React?,"State means what city you live in, props refer to properties of CSS.",0
Technical,q29,What is state and props in React?,"I would say that state is what city you live in, props are properties of css.",0
Technical,q29,What is state and props in React?,state is what city you live in props are properties of css,0
Technical,q30,What is event bubbling?,I would say that event bubbling is an event propagation phase in the dom where an event triggered on an element propagates up the dom tree from the target element to its ancestors.,2
Technical,q30,What is event bubbling?,event bubbling is an event propagation phase in the dom where an event triggered on an element propagates up the dom tree from the target element to its ancestors,2
Technical,q30,What is event bubbling?,Event bubbling is an event propagation phase in the DOM where an event triggered on an element propagates up the DOM tree from the target element to its ancestors.,2
Technical,q30,What is event bubbling?,Event bubbling an propagation phase in the DOM where an triggered on an element propagates up the DOM tree from the target element its ancestors.,2
Technical,q30,What is event bubbling?,Event bubbling means an event propagation phase in the DOM where an event triggered on an element propagates up the DOM tree from the target element to its ancestors.,2
Technical,q30,What is event bubbling?,it's when an event goes upwards through parent elements in html,1
Technical,q30,What is event bubbling?,I would say that it's when an event goes upwards through parent elements in html.,1
Technical,q30,What is event bubbling?,It's when an event goes upwards through parent elements in HTML.,1
Technical,q30,What is event bubbling?,Event means creating lot of events,0
Technical,q30,What is event bubbling?,Event bubbling means creating a lot of events quickly.,0
Technical,q30,What is event bubbling?,I would say that event bubbling means creating a lot of events quickly.,0
Technical,q30,What is event bubbling?,event bubbling means creating a lot of events quickly,0
Technical,q31,What is CORS and why does it matter?,CORS (Cross-Origin Resource Sharing) is a security mechanism that restricts a webpage from making requests to a different domain than the one that served the web page.,2
Technical,q31,What is CORS and why does it matter?,CORS (Cross-Origin Resource Sharing) means a security mechanism that restricts a webpage from making requests to a different domain than the one that served the web page.,2
Technical,q31,What is CORS and why does it matter?,cors (cross-origin resource sharing) is a security mechanism that restricts a webpage from making requests to a different domain than the one that served the web page,2
Technical,q31,What is CORS and why does it matter?,CORS (Cross-Origin Resource Sharing) is a security mechanism that restricts a webpage from making requests to different domain than the one that served the web page.,2
Technical,q31,What is CORS and why does it matter?,I would say that cors (cross-origin resource sharing) is a security mechanism that restricts a webpage from making requests to a different domain than the one that served the web page.,2
Technical,q31,What is CORS and why does it matter?,cors is a security feature that stops websites from accessing other website's data,1
Technical,q31,What is CORS and why does it matter?,I would say that cors is a security feature that stops websites from accessing other website's data.,1
Technical,q31,What is CORS and why does it matter?,CORS means a security feature that stops websites from accessing other website's data.,1
Technical,q31,What is CORS and why does it matter?,CORS is a security feature that stops websites from accessing other website's data.,1
Technical,q31,What is CORS and why does it matter?,CORS is a security that stops websites from accessing other website's data.,1
Technical,q31,What is CORS and why does it matter?,CORS is an error get when making APIs.,0
Technical,q31,What is CORS and why does it matter?,CORS is an error you get when making APIs.,0
Technical,q31,What is CORS and why does it matter?,CORS means an error you get when making APIs.,0
Technical,q31,What is CORS and why does it matter?,I would say that cors is an error you get when making apis.,0
Technical,q31,What is CORS and why does it matter?,cors is an error you get when making apis,0
Technical,q32,What is RESTful API?,"A RESTful API means an architectural style that uses standard HTTP methods, stateless communication, and URLs to access and manipulate data representations (usually JSON).",2
Technical,q32,What is RESTful API?,"A RESTful API is an architectural style that uses standard HTTP methods, stateless communication, and URLs to access and manipulate data representations (usually JSON).",2
Technical,q32,What is RESTful API?,a restful api is an architectural style that uses standard http methods stateless communication and urls to access and manipulate data representations (usually json),2
Technical,q32,What is RESTful API?,"A RESTful API is an architectural style that uses standard HTTP methods, stateless communication, and URLs to access data representations (usually JSON).",2
Technical,q32,What is RESTful API?,"I would say that a restful api is an architectural style that uses standard http methods, stateless communication, and urls to access and manipulate data representations (usually json).",2
Technical,q32,What is RESTful API?,"I would say that it's an api that follows rest rules, using get, post, put, delete.",1
Technical,q32,What is RESTful API?,it's an api that follows rest rules using get post put delete,1
Technical,q32,What is RESTful API?,"It's an API that follows REST rules, using GET, POST, PUT, DELETE.",1
Technical,q32,What is RESTful API?,I would say that restful api means the api takes rests between requests.,0
Technical,q32,What is RESTful API?,RESTful API means API takes rests between requests.,0
Technical,q32,What is RESTful API?,RESTful API means the API takes rests between requests.,0
Technical,q32,What is RESTful API?,restful api means the api takes rests between requests,0
Programming,q33,What is a variable?,I would say that a variable is a named storage location in a program's memory that holds data which can be modified during script execution.,2
Programming,q33,What is a variable?,A is a named location in a program's memory that holds data which modified during script execution.,2
Programming,q33,What is a variable?,A variable means a named storage location in a program's memory that holds data which can be modified during script execution.,2
Programming,q33,What is a variable?,a variable is a named storage location in a program's memory that holds data which can be modified during script execution,2
Programming,q33,What is a variable?,A variable is a named storage location in a program's memory that holds data which can be modified during script execution.,2
Programming,q33,What is a variable?,I would say that a variable is a container for storing data values.,1
Programming,q33,What is a variable?,A variable means a container for storing data values.,1
Programming,q33,What is a variable?,A variable is a container for data values.,1
Programming,q33,What is a variable?,a variable is a container for storing data values,1
Programming,q33,What is a variable?,A variable is a container for storing data values.,1
Programming,q33,What is a variable?,A variable means a mathematical equation.,0
Programming,q33,What is a variable?,A variable is a mathematical equation.,0
Programming,q33,What is a variable?,I would say that a variable is a mathematical equation.,0
Programming,q33,What is a variable?,a variable is a mathematical equation,0
Programming,q34,What are data types?,"I would say that data types define the kind of value a variable can hold, such as integers, strings, booleans, arrays, or objects, dictating how the data is stored and manipulated.",2
Programming,q34,What are data types?,"Data define the kind of value a variable can hold, such as integers, strings, booleans, arrays, or objects, dictating how data is stored and manipulated.",2
Programming,q34,What are data types?,data types define the kind of value a variable can hold such as integers strings booleans arrays or objects dictating how the data is stored and manipulated,2
Programming,q34,What are data types?,"Data types define the kind of value a variable can hold, such as integers, strings, booleans, arrays, or objects, dictating how the data means stored and manipulated.",2
Programming,q34,What are data types?,"Data types define the kind of value a variable can hold, such as integers, strings, booleans, arrays, or objects, dictating how the data is stored and manipulated.",2
Programming,q34,What are data types?,"Data are things like numbers, text, true/false values.",1
Programming,q34,What are data types?,"Data types refer to things like numbers, text, and true/false values.",1
Programming,q34,What are data types?,"I would say that data types are things like numbers, text, and true/false values.",1
Programming,q34,What are data types?,data types are things like numbers text and true/false values,1
Programming,q34,What are data types?,"Data types are things like numbers, text, and true/false values.",1
Programming,q34,What are data types?,data types are how fast data transfers,0
Programming,q34,What are data types?,Data types refer to how fast data transfers.,0
Programming,q34,What are data types?,Data types are how fast transfers.,0
Programming,q34,What are data types?,I would say that data types are how fast data transfers.,0
Programming,q34,What are data types?,Data types are how fast data transfers.,0
Programming,q35,What is a function?,"A function means a reusable block of code designed to perform a specific task, which executes when called, taking optional inputs and returning optional outputs.",2
Programming,q35,What is a function?,"I would say that a function is a reusable block of code designed to perform a specific task, which executes when called, taking optional inputs and returning optional outputs.",2
Programming,q35,What is a function?,"A function is a reusable block of code designed to perform a specific task, which executes when called, taking optional inputs and returning optional outputs.",2
Programming,q35,What is a function?,a function is a reusable block of code designed to perform a specific task which executes when called taking optional inputs and returning optional outputs,2
Programming,q35,What is a function?,A function means code that you write once and run many times.,1
Programming,q35,What is a function?,A function is code that you write and run many,1
Programming,q35,What is a function?,I would say that a function is code that you write once and run many times.,1
Programming,q35,What is a function?,A function is code that you write once and run many times.,1
Programming,q35,What is a function?,a function is code that you write once and run many times,1
Programming,q35,What is a function?,A function is hardware piece in a computer.,0
Programming,q35,What is a function?,I would say that a function is a hardware piece in a computer.,0
Programming,q35,What is a function?,a function is a hardware piece in a computer,0
Programming,q35,What is a function?,A function is a hardware piece in a computer.,0
Programming,q35,What is a function?,A function means a hardware piece in a computer.,0
Programming,q36,What is object-oriented programming (OOP)?,"OOP is a programming based on the concept of which contain data fields (attributes) and methods, focusing on structure rather than pure logic.",2
Programming,q36,What is object-oriented programming (OOP)?,"OOP is a programming paradigm based on the concept of 'objects', which contain data fields (attributes) and methods, focusing on structure rather than pure logic.",2
Programming,q36,What is object-oriented programming (OOP)?,oop is a programming paradigm based on the concept of 'objects' which contain data fields (attributes) and methods focusing on structure rather than pure logic,2
Programming,q36,What is object-oriented programming (OOP)?,"OOP means a programming paradigm based on the concept of 'objects', which contain data fields (attributes) and methods, focusing on structure rather than pure logic.",2
Programming,q36,What is object-oriented programming (OOP)?,"I would say that oop is a programming paradigm based on the concept of 'objects', which contain data fields (attributes) and methods, focusing on structure rather than pure logic.",2
Programming,q36,What is object-oriented programming (OOP)?,OOP is programming using classes and objects.,1
Programming,q36,What is object-oriented programming (OOP)?,oop is programming using classes and objects,1
Programming,q36,What is object-oriented programming (OOP)?,OOP means programming using classes and objects.,1
Programming,q36,What is object-oriented programming (OOP)?,OOP programming using classes and objects.,1
Programming,q36,What is object-oriented programming (OOP)?,I would say that oop is programming using classes and objects.,1
Programming,q36,What is object-oriented programming (OOP)?,OOP means when things go wrong in your code.,0
Programming,q36,What is object-oriented programming (OOP)?,OOP is when things go wrong in your code.,0
Programming,q36,What is object-oriented programming (OOP)?,OOP is when things go in your code.,0
Programming,q36,What is object-oriented programming (OOP)?,I would say that oop is when things go wrong in your code.,0
Programming,q36,What is object-oriented programming (OOP)?,oop is when things go wrong in your code,0
Programming,q37,What are the four pillars of OOP?,"The four pillars of are encapsulation (hiding state), abstraction (hiding implementation), inheritance (reusing and polymorphism (multiple forms of",2
Programming,q37,What are the four pillars of OOP?,"The four pillars of OOP refer to encapsulation (hiding state), abstraction (hiding implementation), inheritance (reusing code), and polymorphism (multiple forms of interfaces).",2
Programming,q37,What are the four pillars of OOP?,"I would say that the four pillars of oop are encapsulation (hiding state), abstraction (hiding implementation), inheritance (reusing code), and polymorphism (multiple forms of interfaces).",2
Programming,q37,What are the four pillars of OOP?,the four pillars of oop are encapsulation (hiding state) abstraction (hiding implementation) inheritance (reusing code) and polymorphism (multiple forms of interfaces),2
Programming,q37,What are the four pillars of OOP?,"The four pillars of OOP are encapsulation (hiding state), abstraction (hiding implementation), inheritance (reusing code), and polymorphism (multiple forms of interfaces).",2
Programming,q37,What are the four pillars of OOP?,"They are encapsulation, inheritance, polymorphism, and abstraction.",1
Programming,q37,What are the four pillars of OOP?,"I would say that they are encapsulation, inheritance, polymorphism, and abstraction.",1
Programming,q37,What are the four pillars of OOP?,"They refer to encapsulation, inheritance, polymorphism, and abstraction.",1
Programming,q37,What are the four pillars of OOP?,they are encapsulation inheritance polymorphism and abstraction,1
Programming,q37,What are the four pillars of OOP?,"They encapsulation, inheritance, polymorphism, and abstraction.",1
Programming,q37,What are the four pillars of OOP?,"I would say that variables, functions, arrays, and loops.",0
Programming,q37,What are the four pillars of OOP?,variables functions arrays and loops,0
Programming,q37,What are the four pillars of OOP?,"Variables, functions, arrays, and loops.",0
Programming,q38,What is inheritance?,"Inheritance in OOP allows a new to properties and methods from an parent class, promoting code reusability and structure.",2
Programming,q38,What is inheritance?,inheritance in oop allows a new class to inherit properties and methods from an existing parent class promoting code reusability and hierarchical structure,2
Programming,q38,What is inheritance?,"I would say that inheritance in oop allows a new class to inherit properties and methods from an existing, parent class, promoting code reusability and hierarchical structure.",2
Programming,q38,What is inheritance?,"Inheritance in OOP allows a new class to inherit properties and methods from an existing, parent class, promoting code reusability and hierarchical structure.",2
Programming,q38,What is inheritance?,I would say that inheritance is when one class gets the features of another class.,1
Programming,q38,What is inheritance?,inheritance is when one class gets the features of another class,1
Programming,q38,What is inheritance?,Inheritance means when one class gets the features of another class.,1
Programming,q38,What is inheritance?,Inheritance is when one class gets the features of another class.,1
Programming,q38,What is inheritance?,I would say that inheritance is getting money from a relative.,0
Programming,q38,What is inheritance?,Inheritance is getting money from a relative.,0
Programming,q38,What is inheritance?,inheritance is getting money from a relative,0
Programming,q38,What is inheritance?,Inheritance means getting money from a relative.,0
Programming,q39,What is polymorphism?,"I would say that polymorphism allows objects of different classes to be treated as instances of the same superclass, typically utilizing method overriding or overloading.",2
Programming,q39,What is polymorphism?,"Polymorphism allows objects of different classes to be treated as instances of the same superclass, typically utilizing method overriding or overloading.",2
Programming,q39,What is polymorphism?,polymorphism allows objects of different classes to be treated as instances of the same superclass typically utilizing method overriding or overloading,2
Programming,q39,What is polymorphism?,it means many forms letting different things use the same function names,1
Programming,q39,What is polymorphism?,"It means many forms, letting different things use the same function names.",1
Programming,q39,What is polymorphism?,"I would say that it means many forms, letting different things use the same function names.",1
Programming,q39,What is polymorphism?,"It means many forms, letting things use the same function names.",1
Programming,q39,What is polymorphism?,Polymorphism means drawing many shapes.,0
Programming,q39,What is polymorphism?,Polymorphism is many shapes.,0
Programming,q39,What is polymorphism?,Polymorphism is drawing many shapes.,0
Programming,q39,What is polymorphism?,I would say that polymorphism is drawing many shapes.,0
Programming,q39,What is polymorphism?,polymorphism is drawing many shapes,0
Programming,q40,What is encapsulation?,"Encapsulation is the bundling of data and the methods that on that data into a single unit (class), restricting direct access to the object's components.",2
Programming,q40,What is encapsulation?,"Encapsulation is the bundling of data and the methods that operate on that data into a single unit (class), restricting direct access to some of the object's components.",2
Programming,q40,What is encapsulation?,"I would say that encapsulation is the bundling of data and the methods that operate on that data into a single unit (class), restricting direct access to some of the object's components.",2
Programming,q40,What is encapsulation?,"Encapsulation means the bundling of data and the methods that operate on that data into a single unit (class), restricting direct access to some of the object's components.",2
Programming,q40,What is encapsulation?,encapsulation is the bundling of data and the methods that operate on that data into a single unit (class) restricting direct access to some of the object's components,2
Programming,q40,What is encapsulation?,I would say that encapsulation hides the data inside a class so outside code can't change it.,1
Programming,q40,What is encapsulation?,encapsulation hides the data inside a class so outside code can't change it,1
Programming,q40,What is encapsulation?,Encapsulation hides the data inside a class so outside code can't change it.,1
Programming,q40,What is encapsulation?,It means putting things in a capsule.,0
Programming,q40,What is encapsulation?,I would say that it means putting things in a capsule.,0
Programming,q40,What is encapsulation?,it means putting things in a capsule,0
Programming,q41,What is abstraction?,"Abstraction involves complex implementation details a system and only the essential features to the user, reducing complexity.",2
Programming,q41,What is abstraction?,"Abstraction involves hiding complex implementation details of a system and only exposing the essential features to the user, reducing complexity.",2
Programming,q41,What is abstraction?,abstraction involves hiding complex implementation details of a system and only exposing the essential features to the user reducing complexity,2
Programming,q41,What is abstraction?,"I would say that abstraction involves hiding complex implementation details of a system and only exposing the essential features to the user, reducing complexity.",2
Programming,q41,What is abstraction?,I would say that abstraction means hiding how things work and only showing what they do.,1
Programming,q41,What is abstraction?,Abstraction means hiding how things work and only showing what they do.,1
Programming,q41,What is abstraction?,abstraction means hiding how things work and only showing what they do,1
Programming,q41,What is abstraction?,Abstraction means making abstract art using code.,0
Programming,q41,What is abstraction?,I would say that abstraction means making abstract art using code.,0
Programming,q41,What is abstraction?,abstraction means making abstract art using code,0
Programming,q42,What is recursion?,"Recursion is technique where a function itself directly or to solve a of the same problem, requiring a base case to terminate.",2
Programming,q42,What is recursion?,"Recursion means a technique where a function calls itself directly or indirectly to solve a smaller instance of the same problem, requiring a base case to terminate.",2
Programming,q42,What is recursion?,"I would say that recursion is a technique where a function calls itself directly or indirectly to solve a smaller instance of the same problem, requiring a base case to terminate.",2
Programming,q42,What is recursion?,recursion is a technique where a function calls itself directly or indirectly to solve a smaller instance of the same problem requiring a base case to terminate,2
Programming,q42,What is recursion?,"Recursion is a technique where a function calls itself directly or indirectly to solve a smaller instance of the same problem, requiring a base case to terminate.",2
Programming,q42,What is recursion?,Recursion is a function calling itself over and over.,1
Programming,q42,What is recursion?,I would say that recursion is a function calling itself over and over.,1
Programming,q42,What is recursion?,recursion is a function calling itself over and over,1
Programming,q42,What is recursion?,Recursion means a function calling itself over and over.,1
Programming,q42,What is recursion?,Recursion bolding text.,0
Programming,q42,What is recursion?,Recursion means bolding text.,0
Programming,q42,What is recursion?,recursion means bolding text,0
Programming,q42,What is recursion?,I would say that recursion means bolding text.,0
Programming,q43,What is an algorithm?,"An algorithm is a finite, step-by-step sequence of unambiguous instructions used to solve a specific problem or perform a computation.",2
Programming,q43,What is an algorithm?,"I would say that an algorithm is a finite, step-by-step sequence of unambiguous instructions used to solve a specific problem or perform a computation.",2
Programming,q43,What is an algorithm?,"An algorithm means a finite, step-by-step sequence of unambiguous instructions used to solve a specific problem or perform a computation.",2
Programming,q43,What is an algorithm?,"algorithm is a finite, sequence unambiguous instructions used to specific problem or perform a computation.",2
Programming,q43,What is an algorithm?,an algorithm is a finite step-by-step sequence of unambiguous instructions used to solve a specific problem or perform a computation,2
Programming,q43,What is an algorithm?,An algorithm is a set of rules to solve a problem.,1
Programming,q43,What is an algorithm?,an algorithm is a set of rules to solve a problem,1
Programming,q43,What is an algorithm?,An algorithm means a set of rules to solve a problem.,1
Programming,q43,What is an algorithm?,I would say that an algorithm is a set of rules to solve a problem.,1
Programming,q43,What is an algorithm?,algorithms are magic computer brains,0
Programming,q43,What is an algorithm?,Algorithms are magic computer brains.,0
Programming,q43,What is an algorithm?,I would say that algorithms are magic computer brains.,0
Programming,q43,What is an algorithm?,Algorithms refer to magic computer brains.,0
Programming,q44,What is time complexity?,"I would say that time complexity, often expressed in big o notation, quantifies the amount of time an algorithm takes to run as a function of the length of the input.",2
Programming,q44,What is time complexity?,time complexity often expressed in big o notation quantifies the amount of time an algorithm takes to run as a function of the length of the input,2
Programming,q44,What is time complexity?,"Time complexity, often expressed in Big O notation, quantifies the amount of time an algorithm takes to run as a function of the length of the input.",2
Programming,q44,What is time complexity?,"Time complexity, often expressed in Big O notation, quantifies the amount of time an algorithm takes to run as a function of the of the input.",2
Programming,q44,What is time complexity?,I would say that time complexity describes how fast an algorithm runs based on input size.,1
Programming,q44,What is time complexity?,Time complexity describes how fast an algorithm runs based on input size.,1
Programming,q44,What is time complexity?,time complexity describes how fast an algorithm runs based on input size,1
Programming,q44,What is time complexity?,Time complexity you what time it is.,0
Programming,q44,What is time complexity?,Time complexity tells you what time it is.,0
Programming,q44,What is time complexity?,time complexity tells you what time it is,0
Programming,q44,What is time complexity?,I would say that time complexity tells you what time it is.,0
Programming,q45,What is a loop?,I would say that a loop is a control flow statement that allows a block of code to be executed repeatedly based on a given boolean condition.,2
Programming,q45,What is a loop?,a loop is a control flow statement that allows a block of code to be executed repeatedly based on a given boolean condition,2
Programming,q45,What is a loop?,A loop is a control flow statement that allows a block of code to be executed repeatedly based on a given boolean condition.,2
Programming,q45,What is a loop?,A loop means a control flow statement that allows a block of code to be executed repeatedly based on a given boolean condition.,2
Programming,q45,What is a loop?,A loop repeats code multiple until a condition met.,1
Programming,q45,What is a loop?,A loop repeats code multiple times until a condition is met.,1
Programming,q45,What is a loop?,A loop repeats code multiple times until a condition means met.,1
Programming,q45,What is a loop?,a loop repeats code multiple times until a condition is met,1
Programming,q45,What is a loop?,I would say that a loop repeats code multiple times until a condition is met.,1
Programming,q45,What is a loop?,A loop is a circle of wire.,0
Programming,q45,What is a loop?,A loop means a circle of wire.,0
Programming,q45,What is a loop?,a loop is a circle of wire,0
Programming,q45,What is a loop?,A loop is a circle wire.,0
Programming,q45,What is a loop?,I would say that a loop is a circle of wire.,0
Programming,q46,What is an array?,"An array is a data structure consisting of a collection elements, each identified by an index or in contiguous memory locations.",2
Programming,q46,What is an array?,"An array means a data structure consisting of a collection of elements, each identified by an array index or key, stored in contiguous memory locations.",2
Programming,q46,What is an array?,"An array is a data structure consisting of a collection of elements, each identified by an array index or key, stored in contiguous memory locations.",2
Programming,q46,What is an array?,"I would say that an array is a data structure consisting of a collection of elements, each identified by an array index or key, stored in contiguous memory locations.",2
Programming,q46,What is an array?,an array is a data structure consisting of a collection of elements each identified by an array index or key stored in contiguous memory locations,2
Programming,q46,What is an array?,an array is a list of items stored in variables,1
Programming,q46,What is an array?,An array is a list of items stored in variables.,1
Programming,q46,What is an array?,I would say that an array is a list of items stored in variables.,1
Programming,q46,What is an array?,An array means a list of items stored in variables.,1
Programming,q46,What is an array?,An array is a list items stored in,1
Programming,q46,What is an array?,An array means a ray of sunshine.,0
Programming,q46,What is an array?,I would say that an array is a ray of sunshine.,0
Programming,q46,What is an array?,An array is a ray of sunshine.,0
Programming,q46,What is an array?,an array is a ray of sunshine,0
Programming,q47,What is a stack?,"A stack means a linear data structure that follows the Last-In-First-Out (LIFO) principle, where elements refer to added and removed from the same end, called the top.",2
Programming,q47,What is a stack?,a stack is a linear data structure that follows the last-in-first-out (lifo) principle where elements are added and removed from the same end called the top,2
Programming,q47,What is a stack?,"I would say that a stack is a linear data structure that follows the last-in-first-out (lifo) principle, where elements are added and removed from the same end, called the top.",2
Programming,q47,What is a stack?,"A stack is a linear data structure that follows the Last-In-First-Out (LIFO) where elements added and removed from the same end, called the top.",2
Programming,q47,What is a stack?,"A stack is a linear data structure that follows the Last-In-First-Out (LIFO) principle, where elements are added and removed from the same end, called the top.",2
Programming,q47,What is a stack?,A stack means a data structure where the last item added means the first one taken out.,1
Programming,q47,What is a stack?,A stack is a data structure where the last item added is the first one taken out.,1
Programming,q47,What is a stack?,I would say that a stack is a data structure where the last item added is the first one taken out.,1
Programming,q47,What is a stack?,A stack is a data structure where the last item added is the first out.,1
Programming,q47,What is a stack?,a stack is a data structure where the last item added is the first one taken out,1
Programming,q47,What is a stack?,A is a pile books.,0
Programming,q47,What is a stack?,A stack means a pile of books.,0
Programming,q47,What is a stack?,I would say that a stack is a pile of books.,0
Programming,q47,What is a stack?,a stack is a pile of books,0
Programming,q47,What is a stack?,A stack is a pile of books.,0
